,Data,Horário,Camp.,Rodada,Dia,Local,Resultado,GP,GC,Oponente,xG,xGA,Posse,Público,Capitão,Formação,Árbitro,Relatório da Partida,Notas,TC,CaG,Dist,FK,Temporada,Equipe
15,2022-11-08,20:30,Bundesliga,Rodada da semana 14,ter,Em casa,V,2,1,M'Gladbach,2.0,0.8,46.0,25.9,Anthony Losilla,4-2-3-1,Daniel Schlager,Relatório da Partida,,13.0,4.0,187.0,0.0,2023,Bochum
16,2022-11-12,15:30,Bundesliga,Rodada da semana 15,sáb,Visitante,V,1,0,Augsburg,1.1,2.2,46.0,28.011,Anthony Losilla,4-3-2003,Felix Brych,Relatório da Partida,,11.0,4.0,193.0,0.0,2023,Bochum
17,2023-01-21,15:30,Bundesliga,Rodada da semana 16,sáb,Em casa,V,3,1,Hertha BSC,1.6,0.9,49.0,26.0,Anthony Losilla,4-3-2003,Martin Petersen,Relatório da Partida,,10.0,3.0,182.0,1.0,2023,Bochum
18,2023-01-25,20:30,Bundesliga,Rodada da semana 17,qua,Visitante,D,0,2,Leverkusen,0.7,1.7,44.0,25.82,Anthony Losilla,4-1-2-1-2◆,Timo Gerach,Relatório da Partida,,11.0,1.0,146.0,0.0,2023,Bochum
19,2023-01-28,15:30,Bundesliga,Rodada da semana 18,sáb,Visitante,D,2,5,Mainz 05,1.5,2.1,58.0,23.3,Anthony Losilla,4-3-2003,Patrick Ittrich,Relatório da Partida,,15.0,4.0,211.0,1.0,2023,Bochum
20,2023-02-04,15:30,Bundesliga,Rodada da semana 19,sáb,Em casa,V,5,2,Hoffenheim,2.7,0.9,46.0,23.7,Anthony Losilla,4-2-3-1,Bastian Dankert,Relatório da Partida,,16.0,10.0,160.0,0.0,2023,Bochum
22,2023-02-11,15:30,Bundesliga,Rodada da semana 20,sáb,Visitante,D,0,3,Bayern Munich,0.3,3.7,36.0,75.0,Anthony Losilla,4-2-3-1,Matthias Jöllenbeck,Relatório da Partida,,7.0,1.0,236.0,0.0,2023,Bochum
23,2023-02-18,15:30,Bundesliga,Rodada da semana 21,sáb,Em casa,D,0,2,Freiburg,1.4,2.6,48.0,25.1,Anthony Losilla,4-2-3-1,Felix Zwayer,Relatório da Partida,,16.0,5.0,159.0,1.0,2023,Bochum
24,2023-02-25,15:30,Bundesliga,Rodada da semana 22,sáb,Visitante,D,0,3,Werder Bremen,0.5,1.2,41.0,42.1,Manuel Riemann,3-4-2003,Florian Badstübner,Relatório da Partida,,7.0,1.0,157.0,0.0,2023,Bochum
25,2023-03-04,15:30,Bundesliga,Rodada da semana 23,sáb,Em casa,D,0,2,Schalke 04,1.3,0.6,61.0,26.0,Manuel Riemann,4-3-2003,Felix Brych,Relatório da Partida,,7.0,4.0,138.0,0.0,2023,Bochum
26,2023-03-10,20:30,Bundesliga,Rodada da semana 24,sex,Visitante,V,2,0,Köln,1.4,0.7,37.0,50.0,Anthony Losilla,4-3-2003,Tobias Welz,Relatório da Partida,,8.0,2.0,234.0,0.0,2023,Bochum
27,2023-03-18,15:30,Bundesliga,Rodada da semana 25,sáb,Em casa,V,1,0,RB Leipzig,1.1,1.8,35.0,24.4,Anthony Losilla,4-3-1-2,Sascha Stegemann,Relatório da Partida,,8.0,2.0,180.0,0.0,2023,Bochum
28,2023-03-31,20:30,Bundesliga,Rodada da semana 26,sex,Visitante,E,1,1,Eint Frankfurt,1.1,3.1,27.0,51.5,Anthony Losilla,4-1-2-1-2◆,Harm Osmers,Relatório da Partida,,7.0,2.0,174.0,1.0,2023,Bochum
29,2023-04-09,17:30,Bundesliga,Rodada da semana 27,dom,Em casa,D,2,3,Stuttgart,2.4,2.2,55.0,26.0,Anthony Losilla,4-2-3-1,Frank Willenborg,Relatório da Partida,,11.0,4.0,164.0,0.0,2023,Bochum
30,2023-04-16,17:30,Bundesliga,Rodada da semana 28,dom,Visitante,E,1,1,Union Berlin,1.8,1.2,60.0,20.0,Manuel Riemann,4-3-2003,Tobias Stieler,Relatório da Partida,,13.0,5.0,157.0,0.0,2023,Bochum
31,2023-04-22,15:30,Bundesliga,Rodada da semana 29,sáb,Em casa,D,1,5,Wolfsburg,2.6,3.6,55.0,24.834,Anthony Losilla,4-2-3-1,Felix Brych,Relatório da Partida,,24.0,6.0,145.0,1.0,2023,Bochum
32,2023-04-28,20:30,Bundesliga,Rodada da semana 30,sex,Em casa,E,1,1,Dortmund,0.9,2.7,34.0,26.0,Anthony Losilla,4-2-3-1,Sascha Stegemann,Relatório da Partida,,13.0,4.0,177.0,0.0,2023,Bochum
33,2023-05-06,15:30,Bundesliga,Rodada da semana 31,sáb,Visitante,D,0,2,M'Gladbach,1.1,1.9,45.0,53.797,Anthony Losilla,4-3-2003,Robert Schröder,Relatório da Partida,,14.0,2.0,182.0,2.0,2023,Bochum
34,2023-05-13,15:30,Bundesliga,Rodada da semana 32,sáb,Em casa,V,3,2,Augsburg,1.2,1.8,55.0,24.453,Anthony Losilla,4-3-2003,Patrick Ittrich,Relatório da Partida,,13.0,8.0,180.0,0.0,2023,Bochum
35,2023-05-20,15:30,Bundesliga,Rodada da semana 33,sáb,Visitante,E,1,1,Hertha BSC,1.1,1.2,50.0,70.692,Anthony Losilla,4-3-2003,Felix Brych,Relatório da Partida,,16.0,4.0,212.0,0.0,2023,Bochum
36,2023-05-27,15:30,Bundesliga,Rodada da semana 34,sáb,Em casa,V,3,0,Leverkusen,1.3,0.8,50.0,26.0,Anthony Losilla,4-3-2003,Tobias Welz,Relatório da Partida,,12.0,5.0,145.0,0.0,2023,Bochum
1,2022-08-06,15:30,Bundesliga,Rodada da semana 1,sáb,Em casa,D,0,4,Freiburg,0.7,1.3,53.0,25.31,Jeffrey Gouweleeuw,3-1-4-2,Bastian Dankert,Relatório da Partida,,11.0,2.0,174.0,1.0,2023,Augsburg
2,2022-08-13,15:30,Bundesliga,Rodada da semana 2,sáb,Visitante,V,2,1,Leverkusen,0.4,2.5,34.0,22.903,Jeffrey Gouweleeuw,3-5-2002,Benjamin Cortus,Relatório da Partida,,6.0,4.0,190.0,0.0,2023,Augsburg
3,2022-08-20,15:30,Bundesliga,Rodada da semana 3,sáb,Em casa,D,1,2,Mainz 05,0.5,2.1,50.0,23.755,Jeffrey Gouweleeuw,3-4-2003,Sascha Stegemann,Relatório da Partida,,7.0,2.0,219.0,1.0,2023,Augsburg
4,2022-08-27,15:30,Bundesliga,Rodada da semana 4,sáb,Visitante,D,0,1,Hoffenheim,0.6,1.9,50.0,17.206,Jeffrey Gouweleeuw,3-4-1-2,Tobias Welz,Relatório da Partida,,11.0,1.0,171.0,0.0,2023,Augsburg
5,2022-09-04,15:30,Bundesliga,Rodada da semana 5,dom,Em casa,D,0,2,Hertha BSC,0.4,2.1,48.0,25.789,Jeffrey Gouweleeuw,3-5-2002,Harm Osmers,Relatório da Partida,,7.0,1.0,216.0,1.0,2023,Augsburg
6,2022-09-09,20:30,Bundesliga,Rodada da semana 6,sex,Visitante,V,1,0,Werder Bremen,1.0,1.3,32.0,41.0,Jeffrey Gouweleeuw,3-4-2003,Martin Petersen,Relatório da Partida,,15.0,6.0,225.0,0.0,2023,Augsburg
7,2022-09-17,15:30,Bundesliga,Rodada da semana 7,sáb,Em casa,V,1,0,Bayern Munich,1.7,1.6,24.0,30.66,Jeffrey Gouweleeuw,4-2-3-1,Marco Fritz,Relatório da Partida,,10.0,4.0,129.0,0.0,2023,Augsburg
8,2022-10-02,17:30,Bundesliga,Rodada da semana 8,dom,Visitante,V,3,2,Schalke 04,1.4,1.8,44.0,60.328,Jeffrey Gouweleeuw,4-2-2-2,Daniel Schlager,Relatório da Partida,,12.0,6.0,176.0,0.0,2023,Augsburg
9,2022-10-08,15:30,Bundesliga,Rodada da semana 9,sáb,Em casa,E,1,1,Wolfsburg,2.0,1.8,49.0,26.22,Jeffrey Gouweleeuw,4-1-3-2,Daniel Siebert,Relatório da Partida,,17.0,5.0,148.0,0.0,2023,Augsburg
10,2022-10-16,15:30,Bundesliga,Rodada da semana 10,dom,Visitante,D,2,3,Köln,0.4,1.5,36.0,49.0,Elvis Rexhbeçaj,4-4-2002,Felix Zwayer,Relatório da Partida,,5.0,2.0,208.0,1.0,2023,Augsburg
12,2022-10-22,15:30,Bundesliga,Rodada da semana 11,sáb,Em casa,E,3,3,RB Leipzig,1.6,2.4,33.0,25.109,Jeffrey Gouweleeuw,4-2-2-2,Robert Schröder,Relatório da Partida,,8.0,2.0,181.0,0.0,2023,Augsburg
13,2022-10-29,15:30,Bundesliga,Rodada da semana 12,sáb,Visitante,D,1,2,Stuttgart,1.0,2.6,38.0,46.4,Jeffrey Gouweleeuw,4-4-2002,Tobias Stieler,Relatório da Partida,,11.0,4.0,169.0,0.0,2023,Augsburg
14,2022-11-05,15:30,Bundesliga,Rodada da semana 13,sáb,Em casa,D,1,2,Eint Frankfurt,1.2,1.2,42.0,30.087,Jeffrey Gouweleeuw,4-2-2-2,Deniz Aytekin,Relatório da Partida,,10.0,4.0,141.0,0.0,2023,Augsburg
15,2022-11-09,20:30,Bundesliga,Rodada da semana 14,qua,Visitante,E,2,2,Union Berlin,0.6,1.2,41.0,22.012,Jeffrey Gouweleeuw,4-2-3-1,Sascha Stegemann,Relatório da Partida,,7.0,2.0,204.0,1.0,2023,Augsburg
16,2022-11-12,15:30,Bundesliga,Rodada da semana 15,sáb,Em casa,D,0,1,Bochum,2.2,1.1,54.0,28.011,Jeffrey Gouweleeuw,3-4-2003,Felix Brych,Relatório da Partida,,17.0,5.0,173.0,0.0,2023,Augsburg
17,2023-01-22,15:30,Bundesliga,Rodada da semana 16,dom,Visitante,D,3,4,Dortmund,1.7,2.9,32.0,81.365,Jeffrey Gouweleeuw,4-4-2002,Frank Willenborg,Relatório da Partida,,14.0,4.0,174.0,0.0,2023,Augsburg
18,2023-01-25,20:30,Bundesliga,Rodada da semana 17,qua,Em casa,V,1,0,M'Gladbach,0.9,0.3,44.0,23.158,Jeffrey Gouweleeuw,4-4-2002,Daniel Schlager,Relatório da Partida,,14.0,4.0,201.0,2.0,2023,Augsburg
19,2023-01-28,15:30,Bundesliga,Rodada da semana 18,sáb,Visitante,D,1,3,Freiburg,1.7,1.7,54.0,33.5,Jeffrey Gouweleeuw,4-4-2002,Christian Dingert,Relatório da Partida,,14.0,3.0,177.0,0.0,2023,Augsburg
20,2023-02-03,20:30,Bundesliga,Rodada da semana 19,sex,Em casa,V,1,0,Leverkusen,0.9,0.6,41.0,27.318,Jeffrey Gouweleeuw,4-4-2002,Marco Fritz,Relatório da Partida,,10.0,5.0,190.0,0.0,2023,Augsburg
21,2023-02-11,15:30,Bundesliga,Rodada da semana 20,sáb,Visitante,D,1,3,Mainz 05,1.5,2.4,50.0,22.2,Jeffrey Gouweleeuw,4-3-2003,Sven Jablonski,Relatório da Partida,,12.0,2.0,142.0,0.0,2023,Augsburg
22,2023-02-17,20:30,Bundesliga,Rodada da semana 21,sex,Em casa,V,1,0,Hoffenheim,1.6,0.6,46.0,25.872,Jeffrey Gouweleeuw,4-4-2002,Patrick Ittrich,Relatório da Partida,,13.0,2.0,177.0,0.0,2023,Augsburg
23,2023-02-25,15:30,Bundesliga,Rodada da semana 22,sáb,Visitante,D,0,2,Hertha BSC,0.5,0.6,56.0,40.522,Jeffrey Gouweleeuw,4-4-2002,Matthias Jöllenbeck,Relatório da Partida,,8.0,1.0,172.0,1.0,2023,Augsburg
24,2023-03-04,15:30,Bundesliga,Rodada da semana 23,sáb,Em casa,V,2,1,Werder Bremen,0.6,2.3,38.0,30.66,Jeffrey Gouweleeuw,4-4-2002,Felix Zwayer,Relatório da Partida,,9.0,5.0,216.0,0.0,2023,Augsburg
25,2023-03-11,15:30,Bundesliga,Rodada da semana 24,sáb,Visitante,D,3,5,Bayern Munich,2.5,2.4,35.0,75.0,Jeffrey Gouweleeuw,4-2-3-1,Florian Badstübner,Relatório da Partida,,12.0,5.0,178.0,0.0,2023,Augsburg
26,2023-03-18,15:30,Bundesliga,Rodada da semana 25,sáb,Em casa,E,1,1,Schalke 04,0.3,1.8,43.0,30.66,Jeffrey Gouweleeuw,4-4-2002,Daniel Schlager,Relatório da Partida,,9.0,3.0,241.0,1.0,2023,Augsburg
27,2023-04-01,15:30,Bundesliga,Rodada da semana 26,sáb,Visitante,E,2,2,Wolfsburg,0.6,3.5,32.0,22.107,Jeffrey Gouweleeuw,4-4-2002,Martin Petersen,Relatório da Partida,,5.0,2.0,192.0,0.0,2023,Augsburg
28,2023-04-08,15:30,Bundesliga,Rodada da semana 27,sáb,Em casa,D,1,3,Köln,0.8,1.7,53.0,30.66,Jeffrey Gouweleeuw,4-4-2002,Robert Schröder,Relatório da Partida,,13.0,1.0,184.0,0.0,2023,Augsburg
29,2023-04-15,15:30,Bundesliga,Rodada da semana 28,sáb,Visitante,D,2,3,RB Leipzig,0.7,1.8,42.0,46.058,Jeffrey Gouweleeuw,3-4-2003,Marco Fritz,Relatório da Partida,,12.0,2.0,199.0,0.0,2023,Augsburg
30,2023-04-21,20:30,Bundesliga,Rodada da semana 29,sex,Em casa,E,1,1,Stuttgart,0.7,1.1,38.0,30.66,Ohis Felix Uduokhai,4-4-2002,Christian Dingert,Relatório da Partida,,4.0,1.0,191.0,1.0,2023,Augsburg
31,2023-04-29,15:30,Bundesliga,Rodada da semana 30,sáb,Visitante,E,1,1,Eint Frankfurt,0.7,0.6,41.0,50.0,Jeffrey Gouweleeuw,4-4-2002,Frank Willenborg,Relatório da Partida,,10.0,3.0,189.0,0.0,2023,Augsburg
32,2023-05-06,15:30,Bundesliga,Rodada da semana 31,sáb,Em casa,V,1,0,Union Berlin,0.9,0.7,38.0,30.66,Jeffrey Gouweleeuw,3-4-2003,Florian Badstübner,Relatório da Partida,,13.0,3.0,217.0,1.0,2023,Augsburg
33,2023-05-13,15:30,Bundesliga,Rodada da semana 32,sáb,Visitante,D,2,3,Bochum,1.8,1.2,45.0,24.453,Jeffrey Gouweleeuw,3-4-2003,Patrick Ittrich,Relatório da Partida,,15.0,2.0,130.0,1.0,2023,Augsburg
34,2023-05-21,17:30,Bundesliga,Rodada da semana 33,dom,Em casa,D,0,3,Dortmund,0.2,3.1,36.0,30.66,Jeffrey Gouweleeuw,4-3-2003,Tobias Welz,Relatório da Partida,,4.0,1.0,261.0,1.0,2023,Augsburg
35,2023-05-27,15:30,Bundesliga,Rodada da semana 34,sáb,Visitante,D,0,2,M'Gladbach,0.5,3.0,26.0,52.186,Jeffrey Gouweleeuw,4-2-2-2,Matthias Jöllenbeck,Relatório da Partida,,9.0,2.0,179.0,1.0,2023,Augsburg
1,2022-08-07,15:30,Bundesliga,Rodada da semana 1,dom,Em casa,E,1,1,RB Leipzig,0.8,1.6,33.0,46.0,Wataru Endo,3-5-2002,Tobias Stieler,Relatório da Partida,,11.0,2.0,220.0,0.0,2023,Stuttgart
2,2022-08-13,15:30,Bundesliga,Rodada da semana 2,sáb,Visitante,E,2,2,Werder Bremen,1.4,0.5,43.0,41.0,Wataru Endo,3-5-2002,Robert Hartmann,Relatório da Partida,,14.0,7.0,206.0,0.0,2023,Stuttgart
3,2022-08-20,15:30,Bundesliga,Rodada da semana 3,sáb,Em casa,D,0,1,Freiburg,0.9,0.6,60.0,47.5,Wataru Endo,3-4-2003,Felix Brych,Relatório da Partida,,17.0,4.0,169.0,0.0,2023,Stuttgart
4,2022-08-28,15:30,Bundesliga,Rodada da semana 4,dom,Visitante,E,0,0,Köln,2.1,0.6,37.0,50.0,Wataru Endo,3-4-2003,Harm Osmers,Relatório da Partida,,14.0,5.0,154.0,0.0,2023,Stuttgart
5,2022-09-03,15:30,Bundesliga,Rodada da semana 5,sáb,Em casa,E,1,1,Schalke 04,0.6,2.3,43.0,47.5,Wataru Endo,3-5-2002,Florian Badstübner,Relatório da Partida,,13.0,3.0,192.0,0.0,2023,Stuttgart
6,2022-09-10,15:30,Bundesliga,Rodada da semana 6,sáb,Visitante,E,2,2,Bayern Munich,1.2,2.2,34.0,75.0,Wataru Endo,3-5-2002,Christian Dingert,Relatório da Partida,,6.0,2.0,239.0,0.0,2023,Stuttgart
7,2022-09-17,15:30,Bundesliga,Rodada da semana 7,sáb,Em casa,D,1,3,Eint Frankfurt,1.0,1.0,56.0,47.5,Wataru Endo,3-5-2002,Daniel Siebert,Relatório da Partida,,15.0,2.0,177.0,1.0,2023,Stuttgart
8,2022-10-01,15:30,Bundesliga,Rodada da semana 8,sáb,Visitante,D,2,3,Wolfsburg,1.5,2.0,43.0,24.125,Wataru Endo,4-3-2003,Felix Zwayer,Relatório da Partida,,14.0,7.0,169.0,0.0,2023,Stuttgart
9,2022-10-09,19:30,Bundesliga,Rodada da semana 9,dom,Em casa,D,0,1,Union Berlin,1.0,0.7,52.0,43.25,Wataru Endo,3-1-4-2,Bastian Dankert,Relatório da Partida,,9.0,3.0,137.0,1.0,2023,Stuttgart
10,2022-10-15,15:30,Bundesliga,Rodada da semana 10,sáb,Em casa,V,4,1,Bochum,2.2,1.6,48.0,45.4,Wataru Endo,4-1-3-2,Christian Dingert,Relatório da Partida,,16.0,6.0,154.0,1.0,2023,Stuttgart
12,2022-10-22,15:30,Bundesliga,Rodada da semana 11,sáb,Visitante,D,0,5,Dortmund,1.0,2.6,40.0,81.365,Wataru Endo,3-5-2002,Daniel Schlager,Relatório da Partida,,10.0,1.0,173.0,0.0,2023,Stuttgart
13,2022-10-29,15:30,Bundesliga,Rodada da semana 12,sáb,Em casa,V,2,1,Augsburg,2.6,1.0,62.0,46.4,Wataru Endo,4-4-2002,Tobias Stieler,Relatório da Partida,,29.0,6.0,168.0,0.0,2023,Stuttgart
14,2022-11-04,20:30,Bundesliga,Rodada da semana 13,sex,Visitante,D,1,3,M'Gladbach,1.1,0.9,45.0,53.178,Wataru Endo,4-4-2002,Matthias Jöllenbeck,Relatório da Partida,,13.0,4.0,181.0,0.0,2023,Stuttgart
15,2022-11-08,20:30,Bundesliga,Rodada da semana 14,ter,Em casa,V,2,1,Hertha BSC,2.0,0.7,60.0,44.5,Wataru Endo,4-3-2003,Frank Willenborg,Relatório da Partida,,17.0,7.0,162.0,0.0,2023,Stuttgart
16,2022-11-12,15:30,Bundesliga,Rodada da semana 15,sáb,Visitante,D,0,2,Leverkusen,0.3,1.6,55.0,30.21,Waldemar Anton,3-4-2003,Florian Badstübner,Relatório da Partida,,7.0,1.0,241.0,1.0,2023,Stuttgart
17,2023-01-21,15:30,Bundesliga,Rodada da semana 16,sáb,Em casa,E,1,1,Mainz 05,1.6,1.4,55.0,45.903,Wataru Endo,4-3-2003,Felix Brych,Relatório da Partida,,16.0,4.0,202.0,0.0,2023,Stuttgart
18,2023-01-24,20:30,Bundesliga,Rodada da semana 17,ter,Visitante,E,2,2,Hoffenheim,0.8,2.0,51.0,23.159,Wataru Endo,4-3-2003,Florian Badstübner,Relatório da Partida,,8.0,4.0,213.0,0.0,2023,Stuttgart
19,2023-01-27,20:30,Bundesliga,Rodada da semana 18,sex,Visitante,D,1,2,RB Leipzig,1.7,1.0,46.0,46.158,Wataru Endo,4-2-3-1,Felix Zwayer,Relatório da Partida,,11.0,3.0,230.0,0.0,2023,Stuttgart
21,2023-02-05,15:30,Bundesliga,Rodada da semana 19,dom,Em casa,D,0,2,Werder Bremen,1.3,0.5,58.0,47.7,Wataru Endo,4-3-2003,Frank Willenborg,Relatório da Partida,,17.0,5.0,188.0,1.0,2023,Stuttgart
22,2023-02-11,15:30,Bundesliga,Rodada da semana 20,sáb,Visitante,D,1,2,Freiburg,1.1,2.0,47.0,34.7,Wataru Endo,4-3-2003,Sascha Stegemann,Relatório da Partida,,15.0,3.0,180.0,1.0,2023,Stuttgart
23,2023-02-18,15:30,Bundesliga,Rodada da semana 21,sáb,Em casa,V,3,0,Köln,1.5,0.5,45.0,46.85,Wataru Endo,4-3-2003,Benjamin Cortus,Relatório da Partida,,17.0,7.0,139.0,1.0,2023,Stuttgart
24,2023-02-25,18:30,Bundesliga,Rodada da semana 22,sáb,Visitante,D,1,2,Schalke 04,1.2,1.5,65.0,62.271,Wataru Endo,4-3-2003,Deniz Aytekin,Relatório da Partida,,17.0,5.0,185.0,0.0,2023,Stuttgart
25,2023-03-04,18:30,Bundesliga,Rodada da semana 23,sáb,Em casa,D,1,2,Bayern Munich,0.8,2.1,40.0,47.8,Wataru Endo,4-3-2003,Christian Dingert,Relatório da Partida,,10.0,3.0,159.0,0.0,2023,Stuttgart
26,2023-03-11,15:30,Bundesliga,Rodada da semana 24,sáb,Visitante,E,1,1,Eint Frankfurt,0.8,0.7,48.0,50.0,Wataru Endo,4-3-2003,Robert Hartmann,Relatório da Partida,,10.0,4.0,178.0,0.0,2023,Stuttgart
27,2023-03-18,15:30,Bundesliga,Rodada da semana 25,sáb,Em casa,D,0,1,Wolfsburg,0.5,0.6,57.0,44.9,Wataru Endo,4-3-2003,Felix Brych,Relatório da Partida,,12.0,2.0,217.0,0.0,2023,Stuttgart
28,2023-04-01,15:30,Bundesliga,Rodada da semana 26,sáb,Visitante,D,0,3,Union Berlin,2.2,1.9,61.0,22.012,Wataru Endo,4-3-2003,Florian Badstübner,Relatório da Partida,,17.0,7.0,199.0,1.0,2023,Stuttgart
30,2023-04-09,17:30,Bundesliga,Rodada da semana 27,dom,Visitante,V,3,2,Bochum,2.2,2.4,45.0,26.0,Wataru Endo,3-5-2002,Frank Willenborg,Relatório da Partida,,15.0,7.0,173.0,1.0,2023,Stuttgart
31,2023-04-15,15:30,Bundesliga,Rodada da semana 28,sáb,Em casa,E,3,3,Dortmund,1.4,1.8,43.0,47.3,Wataru Endo,3-4-2003,Harm Osmers,Relatório da Partida,,12.0,5.0,167.0,1.0,2023,Stuttgart
32,2023-04-21,20:30,Bundesliga,Rodada da semana 29,sex,Visitante,E,1,1,Augsburg,1.1,0.7,62.0,30.66,Wataru Endo,3-4-2003,Christian Dingert,Relatório da Partida,,7.0,3.0,146.0,1.0,2023,Stuttgart
33,2023-04-29,15:30,Bundesliga,Rodada da semana 30,sáb,Em casa,V,2,1,M'Gladbach,2.3,1.2,42.0,47.7,Wataru Endo,5-3-2002,Tobias Welz,Relatório da Partida,,16.0,4.0,179.0,0.0,2023,Stuttgart
35,2023-05-06,15:30,Bundesliga,Rodada da semana 31,sáb,Visitante,D,1,2,Hertha BSC,1.5,1.2,70.0,63.443,Wataru Endo,3-4-2003,Deniz Aytekin,Relatório da Partida,,14.0,4.0,178.0,1.0,2023,Stuttgart
36,2023-05-14,15:30,Bundesliga,Rodada da semana 32,dom,Em casa,E,1,1,Leverkusen,1.3,1.8,52.0,47.5,Wataru Endo,3-4-2003,Frank Willenborg,Relatório da Partida,,8.0,0.0,158.0,0.0,2023,Stuttgart
37,2023-05-21,15:30,Bundesliga,Rodada da semana 33,dom,Visitante,V,4,1,Mainz 05,1.8,1.3,53.0,33.305,Wataru Endo,3-4-2003,Sven Jablonski,Relatório da Partida,,7.0,6.0,138.0,1.0,2023,Stuttgart
38,2023-05-27,15:30,Bundesliga,Rodada da semana 34,sáb,Em casa,E,1,1,Hoffenheim,2.5,0.8,57.0,47.5,Wataru Endo,3-4-2003,Robert Schröder,Relatório da Partida,,23.0,4.0,172.0,1.0,2023,Stuttgart
1,2022-08-07,17:30,Bundesliga,Rodada da semana 1,dom,Visitante,D,1,3,Köln,0.2,4.1,25.0,50.0,Maya Yoshida,4-1-4-1,Robert Schröder,Relatório da Partida,,5.0,2.0,189.0,0.0,2023,Schalke 04
2,2022-08-13,18:30,Bundesliga,Rodada da semana 2,sáb,Em casa,E,2,2,M'Gladbach,1.4,1.3,33.0,62.271,Simon Terodde,4-4-2002,Sven Jablonski,Relatório da Partida,,11.0,3.0,197.0,1.0,2023,Schalke 04
3,2022-08-20,15:30,Bundesliga,Rodada da semana 3,sáb,Visitante,E,0,0,Wolfsburg,1.1,1.3,29.0,26.959,Danny Latza,4-3-2003,Felix Zwayer,Relatório da Partida,,9.0,1.0,221.0,0.0,2023,Schalke 04
4,2022-08-27,15:30,Bundesliga,Rodada da semana 4,sáb,Em casa,D,1,6,Union Berlin,1.9,1.1,59.0,62.271,Simon Terodde,4-2-3-1,Robert Hartmann,Relatório da Partida,,15.0,6.0,146.0,0.0,2023,Schalke 04
5,2022-09-03,15:30,Bundesliga,Rodada da semana 5,sáb,Visitante,E,1,1,Stuttgart,2.3,0.6,57.0,47.5,Simon Terodde,4-2-3-1,Florian Badstübner,Relatório da Partida,,12.0,2.0,147.0,0.0,2023,Schalke 04
6,2022-09-10,18:30,Bundesliga,Rodada da semana 6,sáb,Em casa,V,3,1,Bochum,1.5,1.1,45.0,62.041,Simon Terodde,4-2-3-1,Felix Zwayer,Relatório da Partida,,20.0,8.0,198.0,1.0,2023,Schalke 04
7,2022-09-17,15:30,Bundesliga,Rodada da semana 7,sáb,Visitante,D,0,1,Dortmund,0.1,1.8,35.0,81.1,Simon Terodde,4-2-3-1,Felix Brych,Relatório da Partida,,3.0,0.0,194.0,0.0,2023,Schalke 04
8,2022-10-02,17:30,Bundesliga,Rodada da semana 8,dom,Em casa,D,2,3,Augsburg,1.8,1.4,56.0,60.328,Simon Terodde,4-2-2-2,Daniel Schlager,Relatório da Partida,,17.0,6.0,140.0,0.0,2023,Schalke 04
9,2022-10-08,15:30,Bundesliga,Rodada da semana 9,sáb,Visitante,D,0,4,Leverkusen,0.4,1.5,40.0,30.21,Simon Terodde,4-4-2002,Tobias Reichel,Relatório da Partida,,2.0,1.0,91.0,0.0,2023,Schalke 04
10,2022-10-14,20:30,Bundesliga,Rodada da semana 10,sex,Em casa,D,0,3,Hoffenheim,0.7,3.2,51.0,59.811,Simon Terodde,4-5-2001,Florian Badstübner,Relatório da Partida,,15.0,2.0,178.0,1.0,2023,Schalke 04
12,2022-10-23,17:30,Bundesliga,Rodada da semana 11,dom,Visitante,D,1,2,Hertha BSC,0.6,0.8,46.0,60.165,Simon Terodde,3-4-1-2,Martin Petersen,Relatório da Partida,,9.0,2.0,177.0,0.0,2023,Schalke 04
13,2022-10-30,17:30,Bundesliga,Rodada da semana 12,dom,Em casa,D,0,2,Freiburg,0.6,2.3,45.0,61.115,Maya Yoshida,4-2-3-1,Christian Dingert,Relatório da Partida,,12.0,3.0,190.0,0.0,2023,Schalke 04
14,2022-11-05,18:30,Bundesliga,Rodada da semana 13,sáb,Visitante,D,1,2,Werder Bremen,1.4,1.0,55.0,41.0,Simon Terodde,4-2-3-1,Felix Brych,Relatório da Partida,,19.0,3.0,187.0,1.0,2023,Schalke 04
15,2022-11-09,20:30,Bundesliga,Rodada da semana 14,qua,Em casa,V,1,0,Mainz 05,1.5,0.8,45.0,58.256,Simon Terodde,4-2-3-1,Tobias Reichel,Relatório da Partida,,14.0,4.0,170.0,1.0,2023,Schalke 04
16,2022-11-12,18:30,Bundesliga,Rodada da semana 15,sáb,Em casa,D,0,2,Bayern Munich,0.8,1.9,32.0,62.271,Simon Terodde,4-2-3-1,Felix Zwayer,Relatório da Partida,,7.0,2.0,183.0,0.0,2023,Schalke 04
17,2023-01-21,15:30,Bundesliga,Rodada da semana 16,sáb,Visitante,D,0,3,Eint Frankfurt,1.8,1.2,57.0,50.0,Danny Latza,4-2-3-1,Marco Fritz,Relatório da Partida,,19.0,4.0,143.0,1.0,2023,Schalke 04
18,2023-01-24,18:30,Bundesliga,Rodada da semana 17,ter,Em casa,D,1,6,RB Leipzig,0.7,2.7,43.0,56.841,Danny Latza,4-1-4-1,Benjamin Cortus,Relatório da Partida,,9.0,1.0,240.0,1.0,2023,Schalke 04
19,2023-01-29,15:30,Bundesliga,Rodada da semana 18,dom,Em casa,E,0,0,Köln,1.2,0.3,54.0,61.571,Danny Latza,4-2-3-1,Matthias Jöllenbeck,Relatório da Partida,,17.0,2.0,184.0,0.0,2023,Schalke 04
