,Data,Horário,Camp.,Rodada,Dia,Local,Resultado,GP,GC,Oponente,xG,xGA,Posse,Público,Capitão,Formação,Árbitro,Relatório da Partida,Notas,TC,CaG,Dist,FK,Temporada,Equipe
17,2022-10-22,15:30,Bundesliga,Rodada da semana 11,sáb,Visitante,E,3,3,Augsburg,2.4,1.6,67.0,25.109,Willi Orban,4-2-2-2,Robert Schröder,Relatório da Partida,,18.0,7.0,176.0,2.0,2023,RB Leipzig
19,2022-10-29,15:30,Bundesliga,Rodada da semana 12,sáb,Em casa,V,2,0,Leverkusen,1.2,0.1,46.0,45.598,Willi Orban,3-4-2003,Sven Jablonski,Relatório da Partida,,10.0,6.0,164.0,0.0,2023,RB Leipzig
21,2022-11-05,15:30,Bundesliga,Rodada da semana 13,sáb,Visitante,V,3,1,Hoffenheim,1.7,0.9,63.0,23.127,Willi Orban,4-2-2-2,Martin Petersen,Relatório da Partida,,17.0,8.0,174.0,1.0,2023,RB Leipzig
22,2022-11-09,20:30,Bundesliga,Rodada da semana 14,qua,Em casa,V,3,1,Freiburg,2.9,0.2,58.0,41.24,Willi Orban,4-4-2002,Harm Osmers,Relatório da Partida,,15.0,7.0,177.0,0.0,2023,RB Leipzig
23,2022-11-12,15:30,Bundesliga,Rodada da semana 15,sáb,Visitante,V,2,1,Werder Bremen,1.7,0.9,52.0,41.5,Willi Orban,4-4-2002,Matthias Jöllenbeck,Relatório da Partida,,14.0,3.0,165.0,1.0,2023,RB Leipzig
24,2023-01-20,20:30,Bundesliga,Rodada da semana 16,sex,Em casa,E,1,1,Bayern Munich,0.7,0.7,42.0,47.069,Willi Orban,4-2-3-1,Daniel Siebert,Relatório da Partida,,10.0,3.0,201.0,0.0,2023,RB Leipzig
25,2023-01-24,18:30,Bundesliga,Rodada da semana 17,ter,Visitante,V,6,1,Schalke 04,2.7,0.7,57.0,56.841,Willi Orban,4-2-2-2,Benjamin Cortus,Relatório da Partida,,21.0,14.0,157.0,0.0,2023,RB Leipzig
26,2023-01-27,20:30,Bundesliga,Rodada da semana 18,sex,Em casa,V,2,1,Stuttgart,1.0,1.7,54.0,46.158,Willi Orban,4-2-2-2,Felix Zwayer,Relatório da Partida,,10.0,4.0,152.0,1.0,2023,RB Leipzig
28,2023-02-04,15:30,Bundesliga,Rodada da semana 19,sáb,Visitante,E,0,0,Köln,1.3,0.8,56.0,49.2,Willi Orban,3-4-2003,Martin Petersen,Relatório da Partida,,7.0,2.0,178.0,0.0,2023,RB Leipzig
29,2023-02-11,18:30,Bundesliga,Rodada da semana 20,sáb,Em casa,D,1,2,Union Berlin,0.6,1.7,63.0,47.069,Marcel Halstenberg,3-4-2003,Daniel Schlager,Relatório da Partida,,10.0,2.0,218.0,0.0,2023,RB Leipzig
30,2023-02-18,15:30,Bundesliga,Rodada da semana 21,sáb,Visitante,V,3,0,Wolfsburg,3.0,0.2,57.0,24.831,Willi Orban,4-2-3-1,Deniz Aytekin,Relatório da Partida,,16.0,4.0,156.0,1.0,2023,RB Leipzig
32,2023-02-25,15:30,Bundesliga,Rodada da semana 22,sáb,Em casa,V,2,1,Eint Frankfurt,1.7,0.8,53.0,47.069,Willi Orban,4-2-2-2,Felix Brych,Relatório da Partida,,10.0,5.0,141.0,0.0,2023,RB Leipzig
33,2023-03-03,20:30,Bundesliga,Rodada da semana 23,sex,Visitante,D,1,2,Dortmund,2.2,1.2,62.0,81.365,Willi Orban,4-2-2-2,Sven Jablonski,Relatório da Partida,,17.0,5.0,156.0,0.0,2023,RB Leipzig
34,2023-03-11,15:30,Bundesliga,Rodada da semana 24,sáb,Em casa,V,3,0,M'Gladbach,2.5,1.6,66.0,46.687,Willi Orban,4-2-2-2,Matthias Jöllenbeck,Relatório da Partida,,13.0,8.0,167.0,1.0,2023,RB Leipzig
36,2023-03-18,15:30,Bundesliga,Rodada da semana 25,sáb,Visitante,D,0,1,Bochum,1.8,1.1,65.0,24.4,Willi Orban,4-2-2-2,Sascha Stegemann,Relatório da Partida,,22.0,8.0,179.0,2.0,2023,RB Leipzig
37,2023-04-01,15:30,Bundesliga,Rodada da semana 26,sáb,Em casa,D,0,3,Mainz 05,0.8,2.9,69.0,45.597,Willi Orban,4-2-2-2,Christian Dingert,Relatório da Partida,,12.0,3.0,255.0,2.0,2023,RB Leipzig
39,2023-04-08,18:30,Bundesliga,Rodada da semana 27,sáb,Visitante,V,1,0,Hertha BSC,2.0,0.5,66.0,50.679,Willi Orban,3-4-2003,Deniz Aytekin,Relatório da Partida,,18.0,6.0,166.0,0.0,2023,RB Leipzig
40,2023-04-15,15:30,Bundesliga,Rodada da semana 28,sáb,Em casa,V,3,2,Augsburg,1.8,0.7,58.0,46.058,Willi Orban,3-4-2003,Marco Fritz,Relatório da Partida,,12.0,6.0,168.0,0.0,2023,RB Leipzig
41,2023-04-23,17:30,Bundesliga,Rodada da semana 29,dom,Visitante,D,0,2,Leverkusen,1.9,1.1,69.0,29.085,Willi Orban,3-4-2003,Daniel Schlager,Relatório da Partida,,26.0,5.0,200.0,3.0,2023,RB Leipzig
42,2023-04-29,15:30,Bundesliga,Rodada da semana 30,sáb,Em casa,V,1,0,Hoffenheim,1.4,0.3,59.0,45.294,Willi Orban,3-4-2003,Tobias Stieler,Relatório da Partida,,15.0,2.0,150.0,0.0,2023,RB Leipzig
44,2023-05-06,15:30,Bundesliga,Rodada da semana 31,sáb,Visitante,V,1,0,Freiburg,1.9,0.4,59.0,32.9,Willi Orban,4-2-2-2,Tobias Welz,Relatório da Partida,,13.0,5.0,187.0,0.0,2023,RB Leipzig
45,2023-05-14,17:30,Bundesliga,Rodada da semana 32,dom,Em casa,V,2,1,Werder Bremen,2.2,1.1,61.0,47.069,Willi Orban,4-2-2-2,Florian Badstübner,Relatório da Partida,,20.0,7.0,190.0,2.0,2023,RB Leipzig
46,2023-05-20,18:30,Bundesliga,Rodada da semana 33,sáb,Visitante,V,3,1,Bayern Munich,2.8,1.6,40.0,75.0,Willi Orban,4-2-2-2,Deniz Aytekin,Relatório da Partida,,12.0,5.0,202.0,0.0,2023,RB Leipzig
47,2023-05-27,15:30,Bundesliga,Rodada da semana 34,sáb,Em casa,V,4,2,Schalke 04,2.6,1.2,51.0,47.069,Willi Orban,4-2-2-2,Harm Osmers,Relatório da Partida,,18.0,11.0,177.0,0.0,2023,RB Leipzig
1,2022-08-06,15:30,Bundesliga,Rodada da semana 1,sáb,Em casa,V,3,1,Hertha BSC,1.0,0.3,49.0,22.012,Christopher Trimmel,3-5-2002,Marco Fritz,Relatório da Partida,,19.0,8.0,190.0,0.0,2023,Union Berlin
2,2022-08-14,15:30,Bundesliga,Rodada da semana 2,dom,Visitante,E,0,0,Mainz 05,0.4,0.7,51.0,25.009,Rani Khedira,3-5-2002,Daniel Schlager,Relatório da Partida,,10.0,2.0,228.0,0.0,2023,Union Berlin
3,2022-08-20,18:30,Bundesliga,Rodada da semana 3,sáb,Em casa,V,2,1,RB Leipzig,0.7,0.9,27.0,21.056,Christopher Trimmel,3-5-2002,Deniz Aytekin,Relatório da Partida,,7.0,2.0,172.0,0.0,2023,Union Berlin
4,2022-08-27,15:30,Bundesliga,Rodada da semana 4,sáb,Visitante,V,6,1,Schalke 04,1.1,1.9,41.0,62.271,Rani Khedira,3-5-2002,Robert Hartmann,Relatório da Partida,,12.0,7.0,161.0,0.0,2023,Union Berlin
5,2022-09-03,15:30,Bundesliga,Rodada da semana 5,sáb,Em casa,E,1,1,Bayern Munich,0.3,1.5,26.0,22.012,Christopher Trimmel,3-5-2002,Frank Willenborg,Relatório da Partida,,7.0,2.0,244.0,0.0,2023,Union Berlin
7,2022-09-11,15:30,Bundesliga,Rodada da semana 6,dom,Visitante,V,1,0,Köln,1.5,0.6,47.0,49.5,Christopher Trimmel,3-5-2002,Benjamin Cortus,Relatório da Partida,,11.0,2.0,187.0,0.0,2023,Union Berlin
9,2022-09-18,15:30,Bundesliga,Rodada da semana 7,dom,Em casa,V,2,0,Wolfsburg,1.4,0.3,48.0,22.012,Christopher Trimmel,3-5-2002,Robert Schröder,Relatório da Partida,,16.0,4.0,184.0,0.0,2023,Union Berlin
10,2022-10-01,15:30,Bundesliga,Rodada da semana 8,sáb,Visitante,D,0,2,Eint Frankfurt,1.0,0.8,53.0,50.5,Christopher Trimmel,3-5-2002,Sascha Stegemann,Relatório da Partida,,16.0,5.0,169.0,0.0,2023,Union Berlin
12,2022-10-09,19:30,Bundesliga,Rodada da semana 9,dom,Visitante,V,1,0,Stuttgart,0.7,1.0,48.0,43.25,Rani Khedira,3-5-2002,Bastian Dankert,Relatório da Partida,,7.0,4.0,151.0,0.0,2023,Union Berlin
14,2022-10-16,17:30,Bundesliga,Rodada da semana 10,dom,Em casa,V,2,0,Dortmund,1.9,0.8,24.0,22.012,Christopher Trimmel,3-5-2002,Tobias Stieler,Relatório da Partida,,16.0,5.0,173.0,0.0,2023,Union Berlin
16,2022-10-23,15:30,Bundesliga,Rodada da semana 11,dom,Visitante,D,1,2,Bochum,1.0,1.1,53.0,25.46,Christopher Trimmel,3-5-2002,Deniz Aytekin,Relatório da Partida,,7.0,2.0,228.0,0.0,2023,Union Berlin
18,2022-10-30,15:30,Bundesliga,Rodada da semana 12,dom,Em casa,V,2,1,M'Gladbach,0.9,1.0,55.0,22.012,Rani Khedira,3-5-2002,Harm Osmers,Relatório da Partida,,13.0,5.0,189.0,0.0,2023,Union Berlin
20,2022-11-06,15:30,Bundesliga,Rodada da semana 13,dom,Visitante,D,0,5,Leverkusen,0.3,1.9,42.0,30.21,Christopher Trimmel,3-5-2002,Robert Schröder,Relatório da Partida,,7.0,1.0,166.0,0.0,2023,Union Berlin
21,2022-11-09,20:30,Bundesliga,Rodada da semana 14,qua,Em casa,E,2,2,Augsburg,1.2,0.6,59.0,22.012,Rani Khedira,3-5-2002,Sascha Stegemann,Relatório da Partida,,19.0,6.0,181.0,1.0,2023,Union Berlin
22,2022-11-13,17:30,Bundesliga,Rodada da semana 15,dom,Visitante,D,1,4,Freiburg,1.7,2.3,28.0,33.8,Christopher Trimmel,3-5-2002,Deniz Aytekin,Relatório da Partida,,2.0,1.0,295.0,0.0,2023,Union Berlin
23,2023-01-21,15:30,Bundesliga,Rodada da semana 16,sáb,Em casa,V,3,1,Hoffenheim,2.9,1.0,52.0,21.747,Christopher Trimmel,3-5-2002,Robert Hartmann,Relatório da Partida,,21.0,5.0,158.0,0.0,2023,Union Berlin
24,2023-01-25,20:30,Bundesliga,Rodada da semana 17,qua,Visitante,V,2,1,Werder Bremen,1.1,0.6,42.0,41.5,Rani Khedira,3-5-2002,Bastian Dankert,Relatório da Partida,,9.0,5.0,152.0,0.0,2023,Union Berlin
25,2023-01-28,15:30,Bundesliga,Rodada da semana 18,sáb,Visitante,V,2,0,Hertha BSC,1.0,0.5,48.0,74.667,Christopher Trimmel,3-5-2002,Felix Brych,Relatório da Partida,,7.0,3.0,151.0,0.0,2023,Union Berlin
27,2023-02-04,15:30,Bundesliga,Rodada da semana 19,sáb,Em casa,V,2,1,Mainz 05,1.1,1.3,51.0,22.012,Christopher Trimmel,3-5-2002,Florian Badstübner,Relatório da Partida,,11.0,4.0,163.0,0.0,2023,Union Berlin
28,2023-02-11,18:30,Bundesliga,Rodada da semana 20,sáb,Visitante,V,2,1,RB Leipzig,1.7,0.6,37.0,47.069,Rani Khedira,3-5-2002,Daniel Schlager,Relatório da Partida,,5.0,2.0,309.0,0.0,2023,Union Berlin
30,2023-02-19,15:30,Bundesliga,Rodada da semana 21,dom,Em casa,E,0,0,Schalke 04,0.9,0.4,54.0,22.012,Christopher Trimmel,3-5-2002,Tobias Reichel,Relatório da Partida,,9.0,4.0,183.0,0.0,2023,Union Berlin
32,2023-02-26,17:30,Bundesliga,Rodada da semana 22,dom,Visitante,D,0,3,Bayern Munich,0.4,3.6,31.0,75.0,Christopher Trimmel,3-5-2002,Marco Fritz,Relatório da Partida,,3.0,0.0,141.0,0.0,2023,Union Berlin
33,2023-03-04,15:30,Bundesliga,Rodada da semana 23,sáb,Em casa,E,0,0,Köln,0.5,0.9,52.0,22.012,Christopher Trimmel,3-5-2002,Tobias Stieler,Relatório da Partida,,8.0,2.0,160.0,0.0,2023,Union Berlin
35,2023-03-12,19:30,Bundesliga,Rodada da semana 24,dom,Visitante,E,1,1,Wolfsburg,1.3,1.7,42.0,23.554,Rani Khedira,3-4-2003,Robert Schröder,Relatório da Partida,,11.0,1.0,192.0,0.0,2023,Union Berlin
37,2023-03-19,15:30,Bundesliga,Rodada da semana 25,dom,Em casa,V,2,0,Eint Frankfurt,1.3,2.7,37.0,22.012,Rani Khedira,3-5-2002,Christian Dingert,Relatório da Partida,,15.0,3.0,178.0,0.0,2023,Union Berlin
38,2023-04-01,15:30,Bundesliga,Rodada da semana 26,sáb,Em casa,V,3,0,Stuttgart,1.9,2.2,39.0,22.012,Christopher Trimmel,3-5-2002,Florian Badstübner,Relatório da Partida,,12.0,5.0,149.0,0.0,2023,Union Berlin
40,2023-04-08,15:30,Bundesliga,Rodada da semana 27,sáb,Visitante,D,1,2,Dortmund,0.5,2.6,37.0,81.365,Rani Khedira,3-5-2002,Daniel Schlager,Relatório da Partida,,7.0,2.0,259.0,0.0,2023,Union Berlin
41,2023-04-16,17:30,Bundesliga,Rodada da semana 28,dom,Em casa,E,1,1,Bochum,1.2,1.8,40.0,20.0,Rani Khedira,3-5-2002,Tobias Stieler,Relatório da Partida,,10.0,2.0,144.0,1.0,2023,Union Berlin
42,2023-04-23,19:30,Bundesliga,Rodada da semana 29,dom,Visitante,V,1,0,M'Gladbach,1.3,0.7,38.0,52.107,Rani Khedira,3-5-2002,Martin Petersen,Relatório da Partida,,13.0,2.0,189.0,0.0,2023,Union Berlin
43,2023-04-29,15:30,Bundesliga,Rodada da semana 30,sáb,Em casa,E,0,0,Leverkusen,0.8,0.8,35.0,22.012,Rani Khedira,3-5-2002,Marco Fritz,Relatório da Partida,,9.0,1.0,145.0,0.0,2023,Union Berlin
44,2023-05-06,15:30,Bundesliga,Rodada da semana 31,sáb,Visitante,D,0,1,Augsburg,0.7,0.9,62.0,30.66,Rani Khedira,3-5-2002,Florian Badstübner,Relatório da Partida,,12.0,5.0,190.0,0.0,2023,Union Berlin
45,2023-05-13,15:30,Bundesliga,Rodada da semana 32,sáb,Em casa,V,4,2,Freiburg,1.5,2.1,37.0,22.012,Christopher Trimmel,3-5-2002,Marco Fritz,Relatório da Partida,,10.0,4.0,171.0,1.0,2023,Union Berlin
46,2023-05-20,15:30,Bundesliga,Rodada da semana 33,sáb,Visitante,D,2,4,Hoffenheim,2.0,2.4,57.0,30.0,Christopher Trimmel,3-5-2002,Christian Dingert,Relatório da Partida,,18.0,3.0,161.0,1.0,2023,Union Berlin
47,2023-05-27,15:30,Bundesliga,Rodada da semana 34,sáb,Em casa,V,1,0,Werder Bremen,0.9,0.4,48.0,22.012,Christopher Trimmel,3-5-2002,Patrick Ittrich,Relatório da Partida,,15.0,4.0,175.0,1.0,2023,Union Berlin
1,2022-08-06,15:30,Bundesliga,Rodada da semana 1,sáb,Visitante,V,4,0,Augsburg,1.3,0.7,47.0,25.31,Christian Günter,4-2-3-1,Bastian Dankert,Relatório da Partida,,19.0,7.0,190.0,1.0,2023,Freiburg
2,2022-08-12,20:30,Bundesliga,Rodada da semana 2,sex,Em casa,D,1,3,Dortmund,1.0,1.1,39.0,34.7,Christian Günter,4-2-3-1,Tobias Welz,Relatório da Partida,,16.0,7.0,187.0,1.0,2023,Freiburg
3,2022-08-20,15:30,Bundesliga,Rodada da semana 3,sáb,Visitante,V,1,0,Stuttgart,0.6,0.9,40.0,47.5,Christian Günter,4-2-3-1,Felix Brych,Relatório da Partida,,9.0,3.0,220.0,0.0,2023,Freiburg
4,2022-08-26,20:30,Bundesliga,Rodada da semana 4,sex,Em casa,V,1,0,Bochum,3.9,1.2,48.0,32.8,Christian Günter,4-2-3-1,Marco Fritz,Relatório da Partida,,28.0,12.0,163.0,1.0,2023,Freiburg
5,2022-09-03,15:30,Bundesliga,Rodada da semana 5,sáb,Visitante,V,3,2,Leverkusen,1.9,1.8,50.0,26.853,Christian Günter,3-4-2003,Sascha Stegemann,Relatório da Partida,,6.0,3.0,101.0,1.0,2023,Freiburg
7,2022-09-11,17:30,Bundesliga,Rodada da semana 6,dom,Em casa,E,0,0,M'Gladbach,1.1,1.2,43.0,34.7,Christian Günter,4-4-1-1,Tobias Stieler,Relatório da Partida,,12.0,7.0,146.0,0.0,2023,Freiburg
9,2022-09-18,19:30,Bundesliga,Rodada da semana 7,dom,Visitante,E,0,0,Hoffenheim,1.0,0.7,50.0,24.233,Christian Günter,4-2-3-1,Deniz Aytekin,Relatório da Partida,,14.0,4.0,181.0,0.0,2023,Freiburg
10,2022-10-01,15:30,Bundesliga,Rodada da semana 8,sáb,Em casa,V,2,1,Mainz 05,2.0,1.6,53.0,34.7,Christian Günter,4-2-3-1,Sven Jablonski,Relatório da Partida,,13.0,6.0,138.0,1.0,2023,Freiburg
12,2022-10-09,17:30,Bundesliga,Rodada da semana 9,dom,Visitante,E,2,2,Hertha BSC,1.0,1.6,58.0,40.481,Christian Günter,4-2-3-1,Robert Schröder,Relatório da Partida,,9.0,4.0,143.0,1.0,2023,Freiburg
14,2022-10-16,19:30,Bundesliga,Rodada da semana 10,dom,Visitante,D,0,5,Bayern Munich,0.3,2.1,34.0,75.0,Christian Günter,4-4-2002,Sascha Stegemann,Relatório da Partida,,6.0,0.0,175.0,0.0,2023,Freiburg
16,2022-10-22,15:30,Bundesliga,Rodada da semana 11,sáb,Em casa,V,2,0,Werder Bremen,2.9,0.5,61.0,34.7,Christian Günter,3-4-2003,Bastian Dankert,Relatório da Partida,,24.0,6.0,200.0,2.0,2023,Freiburg
18,2022-10-30,17:30,Bundesliga,Rodada da semana 12,dom,Visitante,V,2,0,Schalke 04,2.3,0.6,55.0,61.115,Christian Günter,4-2-3-1,Christian Dingert,Relatório da Partida,,17.0,7.0,164.0,0.0,2023,Freiburg
20,2022-11-06,17:30,Bundesliga,Rodada da semana 13,dom,Em casa,V,2,0,Köln,1.4,0.5,55.0,33.8,Christian Günter,4-2-3-1,Florian Badstübner,Relatório da Partida,,12.0,5.0,174.0,0.0,2023,Freiburg
21,2022-11-09,20:30,Bundesliga,Rodada da semana 14,qua,Visitante,D,1,3,RB Leipzig,0.2,2.9,42.0,41.24,Christian Günter,3-5-2002,Harm Osmers,Relatório da Partida,,3.0,2.0,161.0,0.0,2023,Freiburg
22,2022-11-13,17:30,Bundesliga,Rodada da semana 15,dom,Em casa,V,4,1,Union Berlin,2.3,1.7,72.0,33.8,Christian Günter,3-4-2003,Deniz Aytekin,Relatório da Partida,,5.0,3.0,204.0,0.0,2023,Freiburg
23,2023-01-21,15:30,Bundesliga,Rodada da semana 16,sáb,Visitante,D,0,6,Wolfsburg,0.7,2.7,47.0,25.849,Christian Günter,4-2-3-1,Felix Zwayer,Relatório da Partida,,9.0,1.0,146.0,0.0,2023,Freiburg
24,2023-01-25,20:30,Bundesliga,Rodada da semana 17,qua,Em casa,E,1,1,Eint Frankfurt,1.9,0.2,44.0,34.7,Christian Günter,3-4-2003,Deniz Aytekin,Relatório da Partida,,13.0,5.0,158.0,0.0,2023,Freiburg
25,2023-01-28,15:30,Bundesliga,Rodada da semana 18,sáb,Em casa,V,3,1,Augsburg,1.7,1.7,46.0,33.5,Christian Günter,3-4-2003,Christian Dingert,Relatório da Partida,,14.0,9.0,157.0,0.0,2023,Freiburg
26,2023-02-04,15:30,Bundesliga,Rodada da semana 19,sáb,Visitante,D,1,5,Dortmund,0.4,1.9,24.0,81.365,Christian Günter,5-3-2002,Robert Schröder,Relatório da Partida,,6.0,3.0,215.0,0.0,2023,Freiburg
28,2023-02-11,15:30,Bundesliga,Rodada da semana 20,sáb,Em casa,V,2,1,Stuttgart,2.0,1.1,53.0,34.7,Christian Günter,4-2-3-1,Sascha Stegemann,Relatório da Partida,,7.0,3.0,201.0,0.0,2023,Freiburg
29,2023-02-18,15:30,Bundesliga,Rodada da semana 21,sáb,Visitante,V,2,0,Bochum,2.6,1.4,52.0,25.1,Christian Günter,4-2-3-1,Felix Zwayer,Relatório da Partida,,19.0,5.0,152.0,0.0,2023,Freiburg
30,2023-02-26,15:30,Bundesliga,Rodada da semana 22,dom,Em casa,E,1,1,Leverkusen,0.8,2.2,45.0,34.0,Mark Flekken,4-4-2002,Daniel Siebert,Relatório da Partida,,9.0,4.0,185.0,1.0,2023,Freiburg
31,2023-03-04,15:30,Bundesliga,Rodada da semana 23,sáb,Visitante,E,0,0,M'Gladbach,0.3,1.5,48.0,52.0,Christian Günter,3-5-2002,Benjamin Brand,Relatório da Partida,,8.0,3.0,221.0,1.0,2023,Freiburg
33,2023-03-12,15:30,Bundesliga,Rodada da semana 24,dom,Em casa,V,2,1,Hoffenheim,0.6,1.0,59.0,33.5,Christian Günter,4-4-2002,Harm Osmers,Relatório da Partida,,9.0,3.0,154.0,0.0,2023,Freiburg
35,2023-03-19,19:30,Bundesliga,Rodada da semana 25,dom,Visitante,E,1,1,Mainz 05,1.7,1.0,53.0,26.8,Christian Günter,3-4-2003,Bastian Dankert,Relatório da Partida,,11.0,5.0,192.0,0.0,2023,Freiburg
36,2023-04-01,15:30,Bundesliga,Rodada da semana 26,sáb,Em casa,E,1,1,Hertha BSC,1.2,1.8,58.0,34.7,Christian Günter,3-4-2003,Sven Jablonski,Relatório da Partida,,16.0,8.0,199.0,2.0,2023,Freiburg
38,2023-04-08,15:30,Bundesliga,Rodada da semana 27,sáb,Em casa,D,0,1,Bayern Munich,1.0,3.5,34.0,34.7,Christian Günter,4-2-2-2,Daniel Siebert,Relatório da Partida,,10.0,2.0,163.0,1.0,2023,Freiburg
39,2023-04-16,15:30,Bundesliga,Rodada da semana 28,dom,Visitante,V,2,1,Werder Bremen,0.8,1.7,50.0,42.1,Christian Günter,4-2-2-2,Florian Badstübner,Relatório da Partida,,7.0,3.0,174.0,2.0,2023,Freiburg
40,2023-04-23,15:30,Bundesliga,Rodada da semana 29,dom,Em casa,V,4,0,Schalke 04,2.1,0.3,45.0,34.7,Christian Günter,4-2-2-2,Robert Hartmann,Relatório da Partida,,26.0,12.0,166.0,0.0,2023,Freiburg
41,2023-04-29,15:30,Bundesliga,Rodada da semana 30,sáb,Visitante,V,1,0,Köln,1.6,1.6,43.0,50.0,Christian Günter,4-2-2-2,Tobias Reichel,Relatório da Partida,,13.0,6.0,162.0,0.0,2023,Freiburg
43,2023-05-06,15:30,Bundesliga,Rodada da semana 31,sáb,Em casa,D,0,1,RB Leipzig,0.4,1.9,41.0,32.9,Christian Günter,4-2-2-2,Tobias Welz,Relatório da Partida,,3.0,1.0,122.0,0.0,2023,Freiburg
44,2023-05-13,15:30,Bundesliga,Rodada da semana 32,sáb,Visitante,D,2,4,Union Berlin,2.1,1.5,63.0,22.012,Christian Günter,3-4-2003,Marco Fritz,Relatório da Partida,,10.0,4.0,150.0,0.0,2023,Freiburg
45,2023-05-19,20:30,Bundesliga,Rodada da semana 33,sex,Em casa,V,2,0,Wolfsburg,1.3,0.7,43.0,33.3,Mark Flekken,3-4-2003,Bastian Dankert,Relatório da Partida,,16.0,7.0,175.0,0.0,2023,Freiburg
46,2023-05-27,15:30,Bundesliga,Rodada da semana 34,sáb,Visitante,D,1,2,Eint Frankfurt,1.6,2.1,39.0,50.5,Mark Flekken,3-4-2003,Deniz Aytekin,Relatório da Partida,,14.0,7.0,161.0,1.0,2023,Freiburg
1,2022-08-06,18:30,Bundesliga,Rodada da semana 1,sáb,Visitante,D,0,1,Dortmund,1.3,1.8,55.0,81.365,Lukáš Hrádecký,4-2-3-1,Felix Brych,Relatório da Partida,,8.0,3.0,201.0,0.0,2023,Bayer Leverkusen
2,2022-08-13,15:30,Bundesliga,Rodada da semana 2,sáb,Em casa,D,1,2,Augsburg,2.5,0.4,66.0,22.903,Jonathan Tah,4-2-3-1,Benjamin Cortus,Relatório da Partida,,24.0,10.0,158.0,1.0,2023,Bayer Leverkusen
3,2022-08-20,15:30,Bundesliga,Rodada da semana 3,sáb,Em casa,D,0,3,Hoffenheim,1.2,1.5,56.0,26.3,Lukáš Hrádecký,4-2-3-1,Tobias Reichel,Relatório da Partida,,14.0,3.0,208.0,3.0,2023,Bayer Leverkusen
4,2022-08-27,15:30,Bundesliga,Rodada da semana 4,sáb,Visitante,V,3,0,Mainz 05,1.9,1.4,39.0,28.5,Lukáš Hrádecký,3-5-2002,Christian Dingert,Relatório da Partida,,8.0,5.0,189.0,1.0,2023,Bayer Leverkusen
5,2022-09-03,15:30,Bundesliga,Rodada da semana 5,sáb,Em casa,D,2,3,Freiburg,1.8,1.9,50.0,26.853,Lukáš Hrádecký,3-1-4-2,Sascha Stegemann,Relatório da Partida,,15.0,6.0,144.0,0.0,2023,Bayer Leverkusen
7,2022-09-10,15:30,Bundesliga,Rodada da semana 6,sáb,Visitante,E,2,2,Hertha BSC,1.3,1.9,58.0,40.643,Lukáš Hrádecký,4-2-3-1,Benjamin Brand,Relatório da Partida,,11.0,5.0,180.0,1.0,2023,Bayer Leverkusen
9,2022-09-17,15:30,Bundesliga,Rodada da semana 7,sáb,Em casa,E,1,1,Werder Bremen,1.8,2.1,54.0,30.21,Lukáš Hrádecký,4-2-3-1,Tobias Welz,Relatório da Partida,,19.0,7.0,150.0,0.0,2023,Bayer Leverkusen
10,2022-09-30,20:30,Bundesliga,Rodada da semana 8,sex,Visitante,D,0,4,Bayern Munich,0.8,1.9,38.0,75.0,Lukáš Hrádecký,4-2-3-1,Tobias Stieler,Relatório da Partida,,10.0,5.0,164.0,0.0,2023,Bayer Leverkusen
12,2022-10-08,15:30,Bundesliga,Rodada da semana 9,sáb,Em casa,V,4,0,Schalke 04,1.5,0.4,60.0,30.21,Lukáš Hrádecký,3-4-2003,Tobias Reichel,Relatório da Partida,,13.0,7.0,161.0,0.0,2023,Bayer Leverkusen
14,2022-10-15,15:30,Bundesliga,Rodada da semana 10,sáb,Visitante,D,1,5,Eint Frankfurt,0.4,3.9,51.0,49.7,Lukáš Hrádecký,3-4-2003,Frank Willenborg,Relatório da Partida,,5.0,2.0,153.0,0.0,2023,Bayer Leverkusen
15,2022-10-22,15:30,Bundesliga,Rodada da semana 11,sáb,Em casa,E,2,2,Wolfsburg,2.2,1.2,57.0,26.294,Lukáš Hrádecký,3-4-2003,Felix Brych,Relatório da Partida,,12.0,5.0,204.0,0.0,2023,Bayer Leverkusen
17,2022-10-29,15:30,Bundesliga,Rodada da semana 12,sáb,Visitante,D,0,2,RB Leipzig,0.1,1.2,54.0,45.598,Lukáš Hrádecký,3-4-1-2,Sven Jablonski,Relatório da Partida,,5.0,1.0,199.0,0.0,2023,Bayer Leverkusen
19,2022-11-06,15:30,Bundesliga,Rodada da semana 13,dom,Em casa,V,5,0,Union Berlin,1.9,0.3,58.0,30.21,Lukáš Hrádecký,3-4-2003,Robert Schröder,Relatório da Partida,,11.0,8.0,173.0,0.0,2023,Bayer Leverkusen
20,2022-11-09,18:30,Bundesliga,Rodada da semana 14,qua,Visitante,V,2,1,Köln,1.4,1.4,42.0,50.0,Lukáš Hrádecký,3-4-2003,Tobias Stieler,Relatório da Partida,,10.0,3.0,185.0,1.0,2023,Bayer Leverkusen
21,2022-11-12,15:30,Bundesliga,Rodada da semana 15,sáb,Em casa,V,2,0,Stuttgart,1.6,0.3,45.0,30.21,Lukáš Hrádecký,3-4-2003,Florian Badstübner,Relatório da Partida,,12.0,3.0,166.0,2.0,2023,Bayer Leverkusen
